sale_id,product_id,product_name,category,employee_id,employee_name,quantity,unit_price,discount,total,sale_date,region
SALE00832,PRD0200,Food Ultra 200,Food,413,John Johnson,6,450.99,0.18,2218.87,2023-12-07,North
SALE00833,PRD0100,Electronics Classic 100,Electronics,529,Sarah Smith,7,619.04,0.29,3076.63,2023-07-08,East
SALE00834,PRD0155,Food Classic 155,Food,767,Matthew Brown,7,844.7,0.06,5558.13,2023-07-06,South
SALE00835,PRD0135,Books Plus 135,Books,854,Michael Garcia,3,361.74,0.22,846.47,2023-03-19,West
SALE00836,PRD0175,Food Classic 175,Food,906,Jessica Smith,2,809.08,0.02,1585.8,2023-02-12,West
SALE00837,PRD0079,Clothing Lite 79,Clothing,502,Michael Johnson,9,697.35,0.01,6213.39,2023-07-06,West
SALE00838,PRD0175,Food Classic 175,Food,621,David Rodriguez,4,809.08,0.01,3203.96,2023-10-23,East
SALE00839,PRD0160,Electronics Max 160,Electronics,229,Jessica Jones,7,454.67,0.12,2800.77,2023-03-09,East
SALE00840,PRD0100,Electronics Classic 100,Electronics,570,Jane Jones,7,619.04,0.03,4203.28,2023-06-17,South
SALE00841,PRD0106,Electronics Lite 106,Electronics,242,Jessica Davis,6,95.07,0.14,490.56,2023-05-20,South
SALE00842,PRD0070,Books Plus 70,Books,482,Amanda Davis,10,158.5,0.14,1363.1,2023-02-06,North
SALE00843,PRD0094,Books Lite 94,Books,529,Sarah Smith,2,454.11,0.1,817.4,2023-11-20,East
SALE00844,PRD0099,Toys Max 99,Toys,920,Jessica Rodriguez,1,12.84,0.17,10.66,2023-02-13,East
SALE00845,PRD0193,Food Plus 193,Food,840,Amanda Smith,8,541.0,0.13,3765.36,2023-03-09,South
SALE00846,PRD0057,Food Lite 57,Food,931,Jane Garcia,1,69.37,0.17,57.58,2023-12-16,East
SALE00847,PRD0053,Electronics Max 53,Electronics,822,Jessica Garcia,1,694.33,0.04,666.56,2023-11-23,South
SALE00848,PRD0112,Books Pro 112,Books,922,Jane Williams,5,820.78,0.02,4021.82,2023-11-01,South
SALE00849,PRD0155,Food Classic 155,Food,856,John Miller,4,844.7,0.08,3108.5,2023-04-24,West
SALE00850,PRD0130,Food Classic 130,Food,50,Chris Miller,9,993.32,0.12,7867.09,2023-09-03,East
SALE00851,PRD0162,Home Pro 162,Home,826,Jessica Smith,9,691.49,0.15,5289.9,2023-10-04,South
SALE00852,PRD0117,Home Lite 117,Home,189,Matthew Rodriguez,8,760.17,0.11,5412.41,2023-03-13,East
SALE00853,PRD0118,Electronics Lite 118,Electronics,180,David Brown,4,990.65,0.16,3328.58,2023-12-18,West
SALE00854,PRD0003,Food Lite 3,Food,938,Amanda Williams,8,553.55,0.25,3321.3,2023-07-05,South
SALE00855,PRD0034,Books Ultra 34,Books,879,David Garcia,2,636.91,0.16,1070.01,2023-05-22,South
SALE00856,PRD0022,Home Classic 22,Home,133,John Williams,3,544.88,0.18,1340.4,2023-12-17,East
SALE00857,PRD0078,Food Ultra 78,Food,317,Emily Brown,5,413.44,0.13,1798.46,2023-10-16,West
SALE00858,PRD0154,Electronics Lite 154,Electronics,654,Michael Jones,9,608.95,0.21,4329.63,2023-07-05,North
SALE00859,PRD0186,Home Plus 186,Home,621,David Rodriguez,9,554.0,0.25,3739.5,2023-08-02,East
SALE00860,PRD0137,Electronics Pro 137,Electronics,491,Amanda Martinez,9,644.14,0.15,4927.67,2023-12-12,South
SALE00861,PRD0096,Home Ultra 96,Home,990,Sarah Jones,9,367.92,0.13,2880.81,2023-10-04,East
SALE00862,PRD0179,Food Lite 179,Food,210,David Smith,10,682.16,0.03,6616.95,2023-08-23,South
SALE00863,PRD0009,Food Lite 9,Food,901,Chris Miller,3,177.47,0.12,468.52,2023-04-04,South
SALE00864,PRD0110,Books Ultra 110,Books,957,Matthew Miller,6,226.13,0.24,1031.15,2023-06-10,North
SALE00865,PRD0124,Home Pro 124,Home,340,Amanda Miller,10,822.81,0.2,6582.48,2023-10-26,West
SALE00866,PRD0191,Clothing Classic 191,Clothing,3,Jane Jones,3,625.22,0.14,1613.07,2023-11-15,South
SALE00867,PRD0175,Food Classic 175,Food,273,Jane Martinez,8,809.08,0.27,4725.03,2023-11-16,East
SALE00868,PRD0040,Books Lite 40,Books,211,John Williams,7,957.32,0.03,6500.2,2023-11-07,South
SALE00869,PRD0154,Electronics Lite 154,Electronics,822,Jessica Garcia,4,608.95,0.25,1826.85,2023-07-09,West
SALE00870,PRD0192,Home Plus 192,Home,717,Sarah Brown,4,802.97,0.21,2537.39,2023-03-02,East
SALE00871,PRD0199,Toys Max 199,Toys,559,Sarah Rodriguez,1,152.82,0.26,113.09,2023-05-11,West
SALE00872,PRD0091,Toys Ultra 91,Toys,91,John Johnson,5,501.06,0.11,2229.72,2023-05-19,East
SALE00873,PRD0096,Home Ultra 96,Home,660,David Garcia,2,367.92,0.03,713.76,2023-06-19,South
SALE00874,PRD0060,Clothing Max 60,Clothing,744,John Miller,7,108.06,0.02,741.29,2023-07-08,South
SALE00875,PRD0047,Electronics Lite 47,Electronics,368,David Smith,8,885.14,0.1,6373.01,2023-03-10,North
SALE00876,PRD0028,Clothing Pro 28,Clothing,771,David Williams,4,628.15,0.26,1859.32,2023-01-15,East
SALE00877,PRD0078,Food Ultra 78,Food,897,Chris Rodriguez,6,413.44,0.12,2182.96,2023-04-19,South
SALE00878,PRD0032,Clothing Plus 32,Clothing,925,Michael Williams,3,374.4,0.14,965.95,2023-05-06,South
SALE00879,PRD0135,Books Plus 135,Books,362,Michael Johnson,6,361.74,0.1,1953.4,2023-10-01,East
SALE00880,PRD0189,Clothing Max 189,Clothing,62,Jane Garcia,3,238.27,0.07,664.77,2023-09-04,North
SALE00881,PRD0168,Home Classic 168,Home,173,Jessica Rodriguez,10,685.65,0.22,5348.07,2023-03-28,East
SALE00882,PRD0176,Clothing Pro 176,Clothing,391,Sarah Brown,8,203.64,0.12,1433.63,2023-10-25,South
SALE00883,PRD0133,Food Max 133,Food,288,Jane Garcia,6,10.77,0.18,52.99,2023-01-23,South
SALE00884,PRD0166,Home Plus 166,Home,882,Emily Garcia,6,257.88,0.18,1268.77,2023-10-02,North
SALE00885,PRD0007,Toys Ultra 7,Toys,776,Jessica Rodriguez,10,818.62,0.02,8022.48,2023-05-11,North
SALE00886,PRD0113,Home Plus 113,Home,426,Emily Brown,4,460.17,0.25,1380.51,2023-01-07,South
SALE00887,PRD0058,Books Plus 58,Books,902,Amanda Miller,3,228.09,0.15,581.63,2023-07-28,South
SALE00888,PRD0069,Books Pro 69,Books,429,Sarah Brown,10,503.54,0.26,3726.2,2023-03-28,East
SALE00889,PRD0123,Home Lite 123,Home,776,Jessica Rodriguez,2,764.88,0.27,1116.72,2023-08-18,East
SALE00890,PRD0008,Clothing Classic 8,Clothing,789,Jessica Jones,2,866.29,0.22,1351.41,2023-01-06,East
SALE00891,PRD0148,Toys Pro 148,Toys,416,John Miller,1,610.93,0.21,482.63,2023-01-04,North
SALE00892,PRD0014,Books Plus 14,Books,126,Amanda Williams,1,681.83,0.21,538.65,2023-08-22,East
SALE00893,PRD0142,Home Pro 142,Home,971,Emily Johnson,7,401.83,0.07,2615.91,2023-09-13,South
SALE00894,PRD0146,Clothing Plus 146,Clothing,19,Amanda Williams,4,621.13,0.04,2385.14,2023-03-07,West
SALE00895,PRD0018,Electronics Lite 18,Electronics,714,Sarah Garcia,2,566.28,0.2,906.05,2023-10-14,East
SALE00896,PRD0113,Home Plus 113,Home,923,Emily Martinez,2,460.17,0.27,671.85,2023-11-03,South
SALE00897,PRD0151,Food Pro 151,Food,142,Matthew Johnson,10,151.56,0.22,1182.17,2023-10-23,North
SALE00898,PRD0100,Electronics Classic 100,Electronics,41,Jane Jones,2,619.04,0.23,953.32,2023-10-01,North
SALE00899,PRD0054,Home Pro 54,Home,61,John Davis,8,846.89,0.24,5149.09,2023-09-03,South
SALE00900,PRD0126,Food Pro 126,Food,468,Amanda Smith,4,224.78,0.23,692.32,2023-05-01,North
SALE00901,PRD0099,Toys Max 99,Toys,374,Emily Rodriguez,6,12.84,0.21,60.86,2023-01-19,North
SALE00902,PRD0177,Books Ultra 177,Books,368,David Smith,5,823.17,0.24,3128.05,2023-06-22,East
SALE00903,PRD0131,Electronics Lite 131,Electronics,153,Matthew Davis,1,221.99,0.06,208.67,2023-07-17,South
SALE00904,PRD0031,Home Pro 31,Home,851,Sarah Miller,3,972.95,0.01,2889.66,2023-11-17,North
SALE00905,PRD0165,Food Classic 165,Food,235,John Rodriguez,10,218.11,0.23,1679.45,2023-04-25,West
SALE00906,PRD0193,Food Plus 193,Food,151,Amanda Garcia,10,541.0,0.06,5085.4,2023-10-14,South
SALE00907,PRD0043,Home Ultra 43,Home,893,Amanda Jones,10,773.4,0.21,6109.86,2023-03-31,West
SALE00908,PRD0169,Toys Ultra 169,Toys,54,Amanda Johnson,9,348.5,0.12,2760.12,2023-10-22,West
SALE00909,PRD0113,Home Plus 113,Home,163,Chris Miller,1,460.17,0.18,377.34,2023-05-19,South
SALE00910,PRD0156,Home Classic 156,Home,153,Matthew Davis,10,790.81,0.04,7591.78,2023-03-17,East
SALE00911,PRD0074,Food Ultra 74,Food,495,Chris Miller,8,895.19,0.02,7018.29,2023-12-17,South
SALE00912,PRD0146,Clothing Plus 146,Clothing,171,Jessica Johnson,5,621.13,0.19,2515.58,2023-11-12,West
SALE00913,PRD0003,Food Lite 3,Food,800,Michael Miller,1,553.55,0.25,415.16,2023-06-26,North
SALE00914,PRD0171,Home Max 171,Home,469,Matthew Garcia,6,30.57,0.3,128.39,2023-05-16,South
SALE00915,PRD0015,Food Ultra 15,Food,902,Amanda Miller,3,537.47,0.21,1273.8,2023-03-14,West
SALE00916,PRD0071,Food Lite 71,Food,969,Amanda Miller,1,895.03,0.23,689.17,2023-08-09,South
SALE00917,PRD0172,Food Plus 172,Food,645,Amanda Jones,7,180.02,0.24,957.71,2023-12-27,West
SALE00918,PRD0035,Books Pro 35,Books,437,Emily Garcia,8,764.55,0.19,4954.28,2023-02-20,West
SALE00919,PRD0057,Food Lite 57,Food,412,Jane Brown,10,69.37,0.06,652.08,2023-07-11,East
SALE00920,PRD0161,Electronics Plus 161,Electronics,586,Amanda Rodriguez,7,498.33,0.08,3209.25,2023-03-14,South
SALE00921,PRD0195,Home Ultra 195,Home,87,David Rodriguez,4,589.09,0.24,1790.83,2023-07-19,East
SALE00922,PRD0065,Toys Lite 65,Toys,817,Chris Williams,10,485.26,0.01,4804.07,2023-12-27,East
SALE00923,PRD0057,Food Lite 57,Food,372,David Martinez,4,69.37,0.14,238.63,2023-04-19,West
SALE00924,PRD0058,Books Plus 58,Books,314,David Johnson,9,228.09,0.07,1909.11,2023-04-19,South
SALE00925,PRD0099,Toys Max 99,Toys,477,Jane Rodriguez,2,12.84,0.13,22.34,2023-07-13,East
SALE00926,PRD0102,Toys Lite 102,Toys,169,Jane Martinez,5,273.56,0.15,1162.63,2023-01-05,East
SALE00927,PRD0153,Books Lite 153,Books,710,Jessica Garcia,2,729.74,0.0,1459.48,2023-02-26,North
SALE00928,PRD0179,Food Lite 179,Food,832,David Jones,10,682.16,0.21,5389.06,2023-07-06,North
SALE00929,PRD0016,Electronics Max 16,Electronics,957,Matthew Miller,7,703.57,0.27,3595.24,2023-01-18,East
SALE00930,PRD0152,Electronics Classic 152,Electronics,446,John Martinez,8,699.16,0.17,4642.42,2023-11-20,West
SALE00931,PRD0099,Toys Max 99,Toys,511,Chris Smith,6,12.84,0.25,57.78,2023-01-30,North
SALE00932,PRD0126,Food Pro 126,Food,983,John Davis,5,224.78,0.13,977.79,2023-03-05,South
SALE00933,PRD0085,Books Classic 85,Books,892,John Garcia,10,577.16,0.05,5483.02,2023-12-30,East
SALE00934,PRD0035,Books Pro 35,Books,36,Michael Williams,2,764.55,0.01,1513.81,2023-05-29,North
SALE00935,PRD0011,Clothing Ultra 11,Clothing,757,Chris Martinez,8,351.61,0.28,2025.27,2023-12-25,West
SALE00936,PRD0098,Electronics Max 98,Electronics,733,Amanda Garcia,8,365.15,0.0,2921.2,2023-12-20,East
SALE00937,PRD0148,Toys Pro 148,Toys,626,Chris Garcia,10,610.93,0.18,5009.63,2023-10-01,West
SALE00938,PRD0051,Home Plus 51,Home,486,Matthew Williams,10,618.23,0.27,4513.08,2023-04-03,North
SALE00939,PRD0026,Clothing Lite 26,Clothing,552,Jane Davis,6,550.24,0.1,2971.3,2023-08-10,South
SALE00940,PRD0177,Books Ultra 177,Books,564,Michael Johnson,1,823.17,0.2,658.54,2023-03-11,West
SALE00941,PRD0128,Food Plus 128,Food,298,Chris Johnson,1,999.18,0.08,919.25,2023-05-05,West
SALE00942,PRD0027,Home Lite 27,Home,173,Jessica Rodriguez,1,20.14,0.02,19.74,2023-11-11,North
SALE00943,PRD0108,Food Plus 108,Food,562,Jessica Williams,3,68.65,0.01,203.89,2023-04-06,North
SALE00944,PRD0026,Clothing Lite 26,Clothing,377,John Davis,2,550.24,0.27,803.35,2023-12-02,West
SALE00945,PRD0082,Home Max 82,Home,669,Chris Williams,2,978.26,0.26,1447.82,2023-04-24,West
SALE00946,PRD0185,Clothing Lite 185,Clothing,657,Amanda Johnson,6,573.27,0.15,2923.68,2023-06-14,West
SALE00947,PRD0067,Home Ultra 67,Home,585,Jessica Rodriguez,1,787.94,0.19,638.23,2023-12-25,South
SALE00948,PRD0001,Books Lite 1,Books,644,David Johnson,3,859.12,0.18,2113.44,2023-07-20,West
SALE00949,PRD0042,Books Lite 42,Books,211,John Williams,1,336.41,0.06,316.23,2023-04-18,West
SALE00950,PRD0172,Food Plus 172,Food,400,Jane Smith,3,180.02,0.17,448.25,2023-12-22,South
SALE00951,PRD0157,Clothing Ultra 157,Clothing,870,David Smith,2,168.73,0.13,293.59,2023-03-11,West
SALE00952,PRD0073,Food Plus 73,Food,615,Jane Garcia,3,406.34,0.14,1048.36,2023-09-10,South
SALE00953,PRD0159,Clothing Classic 159,Clothing,593,Chris Garcia,6,716.59,0.08,3955.58,2023-12-12,West
SALE00954,PRD0121,Books Max 121,Books,272,Jane Davis,4,914.23,0.27,2669.55,2023-03-27,East
SALE00955,PRD0158,Home Plus 158,Home,354,John Martinez,6,725.39,0.18,3568.92,2023-08-31,East
SALE00956,PRD0143,Books Classic 143,Books,225,Michael Smith,10,73.5,0.13,639.45,2023-09-30,East
SALE00957,PRD0058,Books Plus 58,Books,473,Jane Williams,1,228.09,0.25,171.07,2023-04-07,East
SALE00958,PRD0195,Home Ultra 195,Home,246,Jessica Garcia,10,589.09,0.13,5125.08,2023-10-08,South
SALE00959,PRD0191,Clothing Classic 191,Clothing,732,Emily Garcia,3,625.22,0.01,1856.9,2023-01-09,South
SALE00960,PRD0017,Toys Pro 17,Toys,145,David Williams,10,34.52,0.15,293.42,2023-10-21,West
SALE00961,PRD0078,Food Ultra 78,Food,897,Chris Rodriguez,6,413.44,0.26,1835.67,2023-09-17,North
SALE00962,PRD0119,Clothing Ultra 119,Clothing,281,Jane Garcia,7,970.28,0.13,5909.01,2023-07-27,North
SALE00963,PRD0187,Electronics Ultra 187,Electronics,557,Emily Miller,10,76.92,0.0,769.2,2023-05-01,West
SALE00964,PRD0167,Electronics Max 167,Electronics,668,Matthew Smith,4,547.61,0.03,2124.73,2023-12-31,South
SALE00965,PRD0144,Clothing Plus 144,Clothing,232,Matthew Jones,6,253.14,0.11,1351.77,2023-09-08,West
SALE00966,PRD0099,Toys Max 99,Toys,467,Emily Smith,10,12.84,0.29,91.16,2023-02-23,East
SALE00967,PRD0182,Books Lite 182,Books,138,Jane Smith,10,179.34,0.26,1327.12,2023-10-09,South
SALE00968,PRD0196,Books Classic 196,Books,152,Jessica Johnson,7,690.98,0.15,4111.33,2023-08-03,South
SALE00969,PRD0188,Toys Ultra 188,Toys,454,Jane Johnson,2,332.44,0.19,538.55,2023-08-05,North
SALE00970,PRD0004,Food Classic 4,Food,446,John Martinez,8,194.76,0.2,1246.46,2023-07-01,South
SALE00971,PRD0183,Toys Classic 183,Toys,200,Michael Jones,9,864.73,0.07,7237.79,2023-09-16,South
SALE00972,PRD0142,Home Pro 142,Home,667,John Rodriguez,2,401.83,0.11,715.26,2023-07-19,South
SALE00973,PRD0043,Home Ultra 43,Home,585,Jessica Rodriguez,1,773.4,0.1,696.06,2023-06-02,North
SALE00974,PRD0094,Books Lite 94,Books,472,Michael Davis,5,454.11,0.03,2202.43,2023-05-01,South
SALE00975,PRD0131,Electronics Lite 131,Electronics,332,Sarah Johnson,7,221.99,0.2,1243.14,2023-11-21,West
SALE00976,PRD0194,Clothing Pro 194,Clothing,436,Michael Jones,6,605.74,0.19,2943.9,2023-03-24,East
SALE00977,PRD0143,Books Classic 143,Books,299,Matthew Johnson,8,73.5,0.1,529.2,2023-06-23,North
SALE00978,PRD0072,Toys Classic 72,Toys,474,Amanda Martinez,3,303.8,0.1,820.26,2023-06-07,East
SALE00979,PRD0016,Electronics Max 16,Electronics,944,Chris Jones,10,703.57,0.26,5206.42,2023-01-27,East
SALE00980,PRD0128,Food Plus 128,Food,24,John Smith,10,999.18,0.05,9492.21,2023-05-05,East
SALE00981,PRD0060,Clothing Max 60,Clothing,149,Matthew Martinez,7,108.06,0.19,612.7,2023-01-28,North
SALE00982,PRD0070,Books Plus 70,Books,558,Jessica Rodriguez,4,158.5,0.01,627.66,2023-08-18,West
SALE00983,PRD0083,Toys Ultra 83,Toys,293,John Martinez,6,331.12,0.2,1589.38,2023-04-25,South
SALE00984,PRD0188,Toys Ultra 188,Toys,740,Matthew Jones,2,332.44,0.19,538.55,2023-06-29,East
SALE00985,PRD0037,Toys Max 37,Toys,690,Michael Brown,4,390.78,0.17,1297.39,2023-11-09,West
SALE00986,PRD0012,Clothing Max 12,Clothing,238,Jane Johnson,10,664.96,0.26,4920.7,2023-05-24,North
SALE00987,PRD0010,Food Classic 10,Food,698,Michael Williams,5,907.9,0.15,3858.57,2023-06-23,North
SALE00988,PRD0186,Home Plus 186,Home,755,Matthew Garcia,5,554.0,0.27,2022.1,2023-01-09,South
SALE00989,PRD0158,Home Plus 158,Home,170,Amanda Jones,8,725.39,0.18,4758.56,2023-02-11,South
SALE00990,PRD0153,Books Lite 153,Books,65,David Johnson,4,729.74,0.14,2510.31,2023-08-06,West
SALE00991,PRD0074,Food Ultra 74,Food,362,Michael Johnson,7,895.19,0.02,6141.0,2023-03-17,West
SALE00992,PRD0069,Books Pro 69,Books,850,Chris Johnson,1,503.54,0.09,458.22,2023-05-04,West
SALE00993,PRD0100,Electronics Classic 100,Electronics,527,Sarah Johnson,4,619.04,0.05,2352.35,2023-07-14,South
SALE00994,PRD0011,Clothing Ultra 11,Clothing,562,Jessica Williams,2,351.61,0.25,527.41,2023-04-13,East
SALE00995,PRD0141,Home Plus 141,Home,199,Jane Garcia,3,814.16,0.07,2271.51,2023-07-25,North
SALE00996,PRD0006,Electronics Classic 6,Electronics,307,Sarah Williams,9,914.95,0.24,6258.26,2023-02-05,East
SALE00997,PRD0047,Electronics Lite 47,Electronics,365,Matthew Garcia,5,885.14,0.08,4071.64,2023-04-15,North
SALE00998,PRD0181,Home Ultra 181,Home,626,Chris Garcia,1,503.53,0.25,377.65,2023-10-19,South
SALE00999,PRD0002,Food Ultra 2,Food,870,David Smith,7,343.28,0.13,2090.58,2023-07-17,North
SALE01000,PRD0033,Electronics Lite 33,Electronics,194,Jane Williams,8,453.85,0.08,3340.34,2023-09-26,East
SALE01001,PRD0027,Home Lite 27,Home,339,Jessica Jones,1,20.14,0.27,14.7,2023-09-04,North
SALE01002,PRD0139,Electronics Lite 139,Electronics,393,Michael Brown,7,890.61,0.23,4800.39,2023-07-04,West
SALE01003,PRD0057,Food Lite 57,Food,948,Emily Rodriguez,3,69.37,0.04,199.79,2023-02-24,West
SALE01004,PRD0142,Home Pro 142,Home,307,Sarah Williams,4,401.83,0.2,1285.86,2023-12-12,West
SALE01005,PRD0088,Books Pro 88,Books,372,David Martinez,4,894.62,0.13,3113.28,2023-07-26,West
SALE01006,PRD0095,Toys Classic 95,Toys,45,Matthew Johnson,4,682.99,0.18,2240.21,2023-12-24,North
SALE01007,PRD0033,Electronics Lite 33,Electronics,971,Emily Johnson,2,453.85,0.06,853.24,2023-04-12,North
SALE01008,PRD0153,Books Lite 153,Books,305,Michael Miller,9,729.74,0.13,5713.86,2023-07-09,East
SALE01009,PRD0135,Books Plus 135,Books,947,Sarah Davis,10,361.74,0.03,3508.88,2023-02-15,East
SALE01010,PRD0033,Electronics Lite 33,Electronics,484,Chris Miller,6,453.85,0.06,2559.71,2023-03-04,East
SALE01011,PRD0179,Food Lite 179,Food,27,Amanda Rodriguez,1,682.16,0.26,504.8,2023-12-09,South
SALE01012,PRD0138,Food Max 138,Food,786,John Davis,3,228.49,0.16,575.79,2023-03-14,South
SALE01013,PRD0002,Food Ultra 2,Food,837,Chris Miller,8,343.28,0.17,2279.38,2023-10-31,North
SALE01014,PRD0064,Food Lite 64,Food,855,Matthew Rodriguez,3,756.46,0.01,2246.69,2023-06-09,West
SALE01015,PRD0084,Toys Plus 84,Toys,924,Michael Rodriguez,6,307.35,0.27,1346.19,2023-06-01,North
SALE01016,PRD0052,Books Lite 52,Books,244,John Williams,10,840.24,0.12,7394.11,2023-05-30,North
SALE01017,PRD0168,Home Classic 168,Home,26,David Williams,3,685.65,0.1,1851.25,2023-05-14,South
SALE01018,PRD0007,Toys Ultra 7,Toys,846,Chris Williams,7,818.62,0.22,4469.67,2023-10-08,South
SALE01019,PRD0002,Food Ultra 2,Food,278,Sarah Jones,3,343.28,0.18,844.47,2023-07-02,South
SALE01020,PRD0034,Books Ultra 34,Books,329,Jessica Miller,3,636.91,0.14,1643.23,2023-07-17,North
SALE01021,PRD0071,Food Lite 71,Food,400,Jane Smith,10,895.03,0.09,8144.77,2023-08-24,East
SALE01022,PRD0175,Food Classic 175,Food,546,David Davis,6,809.08,0.09,4417.58,2023-06-18,East
SALE01023,PRD0184,Home Max 184,Home,715,Chris Rodriguez,8,95.62,0.17,634.92,2023-07-06,North
SALE01024,PRD0040,Books Lite 40,Books,623,Chris Miller,5,957.32,0.07,4451.54,2023-12-22,North
SALE01025,PRD0160,Electronics Max 160,Electronics,64,Sarah Williams,6,454.67,0.28,1964.17,2023-03-26,West
SALE01026,PRD0131,Electronics Lite 131,Electronics,12,Jessica Jones,3,221.99,0.28,479.5,2023-01-05,South
SALE01027,PRD0015,Food Ultra 15,Food,479,Chris Brown,5,537.47,0.03,2606.73,2023-02-13,East
SALE01028,PRD0138,Food Max 138,Food,221,Sarah Davis,8,228.49,0.02,1791.36,2023-12-15,North
SALE01029,PRD0121,Books Max 121,Books,908,Jessica Brown,2,914.23,0.26,1353.06,2023-03-12,North
SALE01030,PRD0070,Books Plus 70,Books,927,Jane Martinez,1,158.5,0.13,137.9,2023-11-20,West
SALE01031,PRD0135,Books Plus 135,Books,545,Michael Johnson,4,361.74,0.22,1128.63,2023-12-01,West
SALE01032,PRD0116,Toys Plus 116,Toys,666,David Martinez,8,602.78,0.01,4774.02,2023-02-22,South
SALE01033,PRD0103,Home Lite 103,Home,534,Michael Johnson,1,944.26,0.25,708.19,2023-11-08,South
SALE01034,PRD0082,Home Max 82,Home,138,Jane Smith,2,978.26,0.28,1408.69,2023-12-16,East
SALE01035,PRD0154,Electronics Lite 154,Electronics,183,Chris Williams,5,608.95,0.26,2253.11,2023-01-10,East
SALE01036,PRD0151,Food Pro 151,Food,193,Sarah Garcia,2,151.56,0.09,275.84,2023-09-25,South
SALE01037,PRD0176,Clothing Pro 176,Clothing,198,Amanda Davis,9,203.64,0.04,1759.45,2023-01-16,South
SALE01038,PRD0164,Toys Pro 164,Toys,775,Michael Jones,6,566.55,0.26,2515.48,2023-06-27,South
SALE01039,PRD0014,Books Plus 14,Books,723,Matthew Smith,2,681.83,0.02,1336.39,2023-03-23,North
SALE01040,PRD0147,Home Pro 147,Home,881,Chris Johnson,10,15.83,0.05,150.38,2023-09-24,South
SALE01041,PRD0002,Food Ultra 2,Food,203,Emily Garcia,1,343.28,0.21,271.19,2023-12-04,South
SALE01042,PRD0081,Clothing Max 81,Clothing,824,Sarah Rodriguez,5,346.05,0.12,1522.62,2023-08-04,South
SALE01043,PRD0148,Toys Pro 148,Toys,471,Jessica Williams,1,610.93,0.0,610.93,2023-04-17,North
SALE01044,PRD0139,Electronics Lite 139,Electronics,8,David Smith,10,890.61,0.12,7837.37,2023-02-28,North
SALE01045,PRD0023,Toys Plus 23,Toys,491,Amanda Martinez,5,225.74,0.25,846.53,2023-07-20,South
SALE01046,PRD0046,Electronics Plus 46,Electronics,312,Jessica Rodriguez,6,85.63,0.11,457.26,2023-04-10,South
SALE01047,PRD0055,Food Classic 55,Food,445,Chris Smith,1,952.31,0.17,790.42,2023-12-27,East
SALE01048,PRD0045,Toys Lite 45,Toys,708,David Davis,4,788.89,0.13,2745.34,2023-09-14,North
SALE01049,PRD0077,Books Ultra 77,Books,307,Sarah Williams,2,929.25,0.08,1709.82,2023-11-19,West
SALE01050,PRD0091,Toys Ultra 91,Toys,413,John Johnson,8,501.06,0.08,3687.8,2023-11-02,East
SALE01051,PRD0150,Home Lite 150,Home,503,Jessica Jones,1,871.55,0.11,775.68,2023-12-26,South
SALE01052,PRD0082,Home Max 82,Home,903,Amanda Miller,10,978.26,0.17,8119.56,2023-02-01,West
SALE01053,PRD0129,Food Max 129,Food,721,Chris Davis,1,698.9,0.22,545.14,2023-06-30,East
SALE01054,PRD0133,Food Max 133,Food,213,Jane Smith,7,10.77,0.16,63.33,2023-10-04,North
SALE01055,PRD0032,Clothing Plus 32,Clothing,767,Matthew Brown,2,374.4,0.28,539.14,2023-07-11,South
SALE01056,PRD0096,Home Ultra 96,Home,623,Chris Miller,5,367.92,0.01,1821.2,2023-02-08,South
SALE01057,PRD0115,Home Ultra 115,Home,50,Chris Miller,10,698.07,0.26,5165.72,2023-10-21,West
SALE01058,PRD0131,Electronics Lite 131,Electronics,559,Sarah Rodriguez,9,221.99,0.09,1818.1,2023-04-14,South
SALE01059,PRD0016,Electronics Max 16,Electronics,868,Emily Martinez,10,703.57,0.1,6332.13,2023-10-27,West
SALE01060,PRD0059,Food Ultra 59,Food,399,Jessica Williams,3,270.24,0.09,737.76,2023-09-21,West
SALE01061,PRD0088,Books Pro 88,Books,325,David Martinez,6,894.62,0.06,5045.66,2023-10-20,East
SALE01062,PRD0005,Electronics Lite 5,Electronics,843,Jessica Brown,1,238.32,0.14,204.96,2023-03-06,West
SALE01063,PRD0078,Food Ultra 78,Food,282,Jessica Jones,8,413.44,0.11,2943.69,2023-05-05,East
SALE01064,PRD0078,Food Ultra 78,Food,556,David Martinez,7,413.44,0.04,2778.32,2023-03-01,East
SALE01065,PRD0103,Home Lite 103,Home,408,Matthew Smith,10,944.26,0.1,8498.34,2023-05-16,South
SALE01066,PRD0014,Books Plus 14,Books,731,Jessica Rodriguez,6,681.83,0.02,4009.16,2023-10-27,North
SALE01067,PRD0009,Food Lite 9,Food,551,Jessica Jones,7,177.47,0.14,1068.37,2023-06-02,North
SALE01068,PRD0173,Books Classic 173,Books,917,Sarah Jones,3,116.92,0.24,266.58,2023-08-31,North
SALE01069,PRD0168,Home Classic 168,Home,1,Jane Davis,7,685.65,0.07,4463.58,2023-10-22,South
SALE01070,PRD0081,Clothing Max 81,Clothing,166,Matthew Davis,4,346.05,0.22,1079.68,2023-10-22,South
SALE01071,PRD0034,Books Ultra 34,Books,174,Emily Davis,7,636.91,0.17,3700.45,2023-10-25,East
SALE01072,PRD0192,Home Plus 192,Home,207,Jane Miller,1,802.97,0.14,690.55,2023-07-03,South
